"LGA_2019","Region","Time","Value"
18710,"Yass Valley (A)",2015,16356
18710,"Yass Valley (A)",2016,16568
18710,"Yass Valley (A)",2017,16747
18710,"Yass Valley (A)",2018,16936
18710,"Yass Valley (A)",2019,17087
19399,"Unincorporated NSW",2001,1210
19399,"Unincorporated NSW",2002,1189
19399,"Unincorporated NSW",2003,1162
19399,"Unincorporated NSW",2004,1135
19399,"Unincorporated NSW",2005,1114
19399,"Unincorporated NSW",2006,1095
19399,"Unincorporated NSW",2007,1100
19399,"Unincorporated NSW",2008,1107
19399,"Unincorporated NSW",2009,1107
19399,"Unincorporated NSW",2010,1114
19399,"Unincorporated NSW",2011,1119
19399,"Unincorporated NSW",2012,1124
19399,"Unincorporated NSW",2013,1127
19399,"Unincorporated NSW",2014,1134
19399,"Unincorporated NSW",2015,1106
19399,"Unincorporated NSW",2016,1112
19399,"Unincorporated NSW",2017,1085
19399,"Unincorporated NSW",2018,1079
19399,"Unincorporated NSW",2019,1026
19499,"No usual address (NSW)",2001,0
19499,"No usual address (NSW)",2002,0
19499,"No usual address (NSW)",2003,0
19499,"No usual address (NSW)",2004,0
19499,"No usual address (NSW)",2005,0
19499,"No usual address (NSW)",2006,0
19499,"No usual address (NSW)",2007,0
19499,"No usual address (NSW)",2008,0
19499,"No usual address (NSW)",2009,0
19499,"No usual address (NSW)",2010,0
19499,"No usual address (NSW)",2011,0
19499,"No usual address (NSW)",2012,0
19499,"No usual address (NSW)",2013,0
19499,"No usual address (NSW)",2014,0
19499,"No usual address (NSW)",2015,0
19499,"No usual address (NSW)",2016,0
19499,"No usual address (NSW)",2017,0
19499,"No usual address (NSW)",2018,0
19499,"No usual address (NSW)",2019,0
19799,"Migratory - Offshore - Shipping (NSW)",2001,0
19799,"Migratory - Offshore - Shipping (NSW)",2002,0
19799,"Migratory - Offshore - Shipping (NSW)",2003,0
19799,"Migratory - Offshore - Shipping (NSW)",2004,0
19799,"Migratory - Offshore - Shipping (NSW)",2005,0
19799,"Migratory - Offshore - Shipping (NSW)",2006,0
19799,"Migratory - Offshore - Shipping (NSW)",2007,0
19799,"Migratory - Offshore - Shipping (NSW)",2008,0
19799,"Migratory - Offshore - Shipping (NSW)",2009,0
19799,"Migratory - Offshore - Shipping (NSW)",2010,0
19799,"Migratory - Offshore - Shipping (NSW)",2011,0
19799,"Migratory - Offshore - Shipping (NSW)",2012,0
19799,"Migratory - Offshore - Shipping (NSW)",2013,0
19799,"Migratory - Offshore - Shipping (NSW)",2014,0
19799,"Migratory - Offshore - Shipping (NSW)",2015,0
19799,"Migratory - Offshore - Shipping (NSW)",2016,0
19799,"Migratory - Offshore - Shipping (NSW)",2017,0
19799,"Migratory - Offshore - Shipping (NSW)",2018,0
19799,"Migratory - Offshore - Shipping (NSW)",2019,0
